0 0
0.025 0.965287
0.05 0.809913
0.075 0.553299
0.1 0.227524
0.125 -0.126692
0.15 -0.465072
0.175 -0.745317
0.2 -0.932398
0.225 -1.00293
0.25 -0.948094
0.275 -0.774747
0.3 -0.504557
0.325 -0.171297
0.35 0.183375
0.375 0.515125
0.4 0.782485
0.425 0.952034
0.45 1.00258
0.475 0.927801
0.5 0.737048
0.525 0.454165
0.55 0.11451
0.575 -0.239458
0.6 -0.563494
0.625 -0.817093
0.65 -0.968555
0.675 -0.998948
0.7 -0.904473
0.725 -0.696938
0.75 -0.402287
0.775 -0.0573489
0.8 0.294757
0.825 0.610019
0.85 0.849028
0.875 0.981909
0.9 0.992051
0.925 0.878187
0.95 0.654549
0.975 0.349093
1 0
