0.000628319 1
0.00125664 1
0.00188496 0.999999
0.00251327 0.999998
0.00314159 0.999996
0.00376991 0.999994
0.00439823 0.999992
0.00502655 0.999989
0.00565487 0.999986
0.00628319 0.999982
0.0069115 0.999978
0.00753982 0.999974
0.00816814 0.999969
0.00879646 0.999964
0.00942478 0.999959
0.0100531 0.999953
0.0106814 0.999946
0.0113097 0.99994
0.0119381 0.999932
0.0125664 0.999925
0.0131947 0.999917
0.013823 0.999909
0.0144513 0.9999
0.0150796 0.999891
0.015708 0.999882
0.0163363 0.999872
0.0169646 0.999861
0.0175929 0.999851
0.0182212 0.99984
0.0188496 0.999828
0.0194779 0.999816
0.0201062 0.999804
0.0207345 0.999792
0.0213628 0.999779
0.0219911 0.999765
0.0226195 0.999751
0.0232478 0.999737
0.0238761 0.999722
0.0245044 0.999707
0.0251327 0.999692
0.0257611 0.999676
0.0263894 0.99966
0.0270177 0.999644
0.027646 0.999627
0.0282743 0.999609
0.0289027 0.999591
0.029531 0.999573
0.0301593 0.999555
0.0307876 0.999536
0.0314159 0.999516
0.0320442 0.999497
0.0326726 0.999477
0.0333009 0.999456
0.0339292 0.999435
0.0345575 0.999414
0.0351858 0.999392
0.0358142 0.99937
0.0364425 0.999347
0.0370708 0.999325
0.0376991 0.999301
0.0383274 0.999278
0.0389557 0.999254
0.0395841 0.999229
0.0402124 0.999204
0.0408407 0.999179
0.041469 0.999153
0.0420973 0.999127
0.0427257 0.999101
0.043354 0.999074
0.0439823 0.999047
0.0446106 0.999019
0.0452389 0.998991
0.0458673 0.998963
0.0464956 0.998934
0.0471239 0.998905
0.0477522 0.998875
0.0483805 0.998845
0.0490088 0.998815
0.0496372 0.998784
0.0502655 0.998753
0.0508938 0.998721
0.0515221 0.998689
0.0521504 0.998657
0.0527788 0.998624
0.0534071 0.998591
0.0540354 0.998557
0.0546637 0.998523
0.055292 0.998489
0.0559203 0.998454
0.0565487 0.998419
0.057177 0.998384
0.0578053 0.998348
0.0584336 0.998312
0.0590619 0.998275
0.0596903 0.998238
0.0603186 0.9982
0.0609469 0.998162
0.0615752 0.998124
0.0622035 0.998086
0.0628319 0.998046
0.0634602 0.998007
0.0640885 0.997967
0.0647168 0.997927
0.0653451 0.997886
0.0659734 0.997845
0.0666018 0.997804
0.0672301 0.997762
0.0678584 0.99772
0.0684867 0.997677
0.069115 0.997634
0.0697434 0.997591
0.0703717 0.997547
0.071 0.997503
0.0716283 0.997458
0.0722566 0.997413
0.0728849 0.997368
0.0735133 0.997322
0.0741416 0.997276
0.0747699 0.99723
0.0753982 0.997183
0.0760265 0.997135
0.0766549 0.997088
0.0772832 0.997039
0.0779115 0.996991
0.0785398 0.996942
0.0791681 0.996893
0.0797965 0.996843
0.0804248 0.996793
0.0810531 0.996742
0.0816814 0.996692
0.0823097 0.99664
0.082938 0.996589
0.0835664 0.996537
0.0841947 0.996484
0.084823 0.996431
0.0854513 0.996378
0.0860796 0.996324
0.086708 0.99627
0.0873363 0.996216
0.0879646 0.996161
0.0885929 0.996106
0.0892212 0.99605
0.0898495 0.995994
0.0904779 0.995938
0.0911062 0.995881
0.0917345 0.995824
0.0923628 0.995767
0.0929911 0.995709
0.0936195 0.99565
0.0942478 0.995592
0.0948761 0.995532
0.0955044 0.995473
0.0961327 0.995413
0.0967611 0.995353
0.0973894 0.995292
0.0980177 0.995231
0.098646 0.995169
0.0992743 0.995107
0.0999026 0.995045
0.100531 0.994983
0.101159 0.994919
0.101788 0.994856
0.102416 0.994792
0.103044 0.994728
0.103673 0.994663
0.104301 0.994598
0.104929 0.994533
0.105558 0.994467
0.106186 0.994401
0.106814 0.994334
0.107442 0.994267
0.108071 0.9942
0.108699 0.994132
0.109327 0.994064
0.109956 0.993995
0.110584 0.993926
0.111212 0.993857
0.111841 0.993787
0.112469 0.993717
0.113097 0.993647
0.113726 0.993576
0.114354 0.993505
0.114982 0.993433
0.115611 0.993361
0.116239 0.993288
0.116867 0.993215
0.117496 0.993142
0.118124 0.993069
0.118752 0.992994
0.119381 0.99292
0.120009 0.992845
0.120637 0.99277
0.121265 0.992694
0.121894 0.992618
0.122522 0.992542
0.12315 0.992465
0.123779 0.992388
0.124407 0.99231
0.125035 0.992232
0.125664 0.992154
0.126292 0.992075
0.12692 0.991996
0.127549 0.991917
0.128177 0.991837
0.128805 0.991756
0.129434 0.991676
0.130062 0.991595
0.13069 0.991513
0.131319 0.991431
0.131947 0.991349
0.132575 0.991266
0.133204 0.991183
0.133832 0.9911
0.13446 0.991016
0.135088 0.990932
0.135717 0.990847
0.136345 0.990762
0.136973 0.990677
0.137602 0.990591
0.13823 0.990505
0.138858 0.990418
